method,n_components,algorithm,k,silhouette,dunn,wcss,ari,nmi,time
PCA_randomized,2,PCA_randomized,5,0.38782051587712324,0.011591296362103801,1695.4938287545328,0.11485342686954528,0.2968037840439089,0.03630948066711426
PCA_randomized,2,PCA_randomized,6,0.3927341920787729,0.008446478528494684,1426.594584606137,0.1532863862297988,0.3468596482594622,0.05641651153564453
PCA_randomized,2,PCA_randomized,7,0.39017628538217414,0.010427481489665127,1203.7279812789852,0.15185511659588108,0.3871823866013779,0.05192828178405762
PCA_randomized,2,PCA_randomized,8,0.39646965465507394,0.009242723929066474,1025.1558746659093,0.14450936473527135,0.3705553278636818,0.04030418395996094
PCA_randomized,3,PCA_randomized,2,0.3551164590204706,0.01464531621670642,6146.301275051921,0.17245574330670627,0.27633906035918265,0.023482322692871094
PCA_randomized,3,PCA_randomized,3,0.30989551015323785,0.013053020388281447,4780.006194922922,0.3191425841891569,0.44871197344427066,0.020975589752197266
PCA_randomized,3,PCA_randomized,4,0.34970010115570366,0.011587079676939754,3724.241176951645,0.20051196371586014,0.3497215712338962,0.03294038772583008
PCA_randomized,3,PCA_randomized,5,0.32797161635542166,0.012892138565675585,3120.778894308639,0.2222692180767747,0.37695569877501983,0.04706096649169922
PCA_randomized,3,PCA_randomized,6,0.3325129599645353,0.01447640874983473,2646.953294393396,0.18641023722218064,0.3959065628473332,0.049166202545166016
PCA_randomized,3,PCA_randomized,7,0.32885825629764887,0.01780704201939733,2308.5296472439036,0.24495635761845988,0.4879599547196786,0.04361724853515625
PCA_randomized,3,PCA_randomized,8,0.3268479313404291,0.02161597799192668,2102.7983454508544,0.23935087709009015,0.4725609957904881,0.040787458419799805
