Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,RH,WS,WD,SR,BP,VWS,AT,Xylene
2025-10-10,65.12,265.67,28.22,28.84,37.75,7.12,19.09,1.26,30.27,3.41,28.84,3.75,63.77,0.3,157.45,139.58,735.17,1.48,24.22,2.07
2025-10-11,90.79,348.17,41.87,29.6,49.05,7.38,16.99,1.53,22.67,5.58,51.55,7.86,66.64,0.31,190.85,138.26,736.0,1.61,24.46,2.07
2025-10-12,72.21,369.58,23.43,28.55,32.06,8.04,30.04,1.28,32.02,3.23,31.1,3.68,59.44,0.36,155.26,137.45,736.0,1.61,25.32,2.07
2025-10-13,90.54,424.12,45.26,29.6,50.38,8.87,30.02,1.56,30.87,4.24,33.7,5.58,59.11,0.34,144.75,135.85,735.66,1.66,25.33,2.07
2025-10-14,109.04,467.9,49.13,32.14,53.85,9.45,23.84,1.41,31.39,5.85,63.69,8.16,56.82,0.34,166.24,134.97,735.45,1.69,25.35,2.07
2025-10-15,141.34,468.96,68.57,33.2,71.35,11.05,22.66,1.62,18.11,4.45,91.88,9.86,55.13,0.31,222.91,135.33,736.02,1.28,25.14,2.07
2025-10-16,137.33,473.6,107.14,34.49,103.49,12.47,31.48,2.15,18.19,7.23,88.45,13.47,60.3,0.31,246.36,130.73,736.05,1.38,24.79,2.07
2025-10-17,137.18,469.25,75.47,33.4,79.13,13.03,41.27,2.09,17.33,5.09,70.97,11.01,61.97,0.34,206.25,131.07,736.0,1.57,25.22,2.07
2025-10-18,161.75,564.67,73.24,33.46,75.99,14.66,32.61,2.16,16.62,5.95,71.69,12.08,63.09,0.33,147.3,129.22,735.97,2.17,25.68,2.07
2025-10-19,245.67,617.3,76.41,35.56,79.93,22.33,58.24,2.12,13.47,5.56,80.93,14.0,62.07,0.33,164.71,127.18,736.01,2.22,25.92,2.07
2025-10-20,248.38,463.74,76.53,53.18,84.57,42.18,25.56,2.05,11.59,3.64,75.85,8.77,60.53,0.4,233.69,126.17,736.08,1.41,25.69,2.07
2025-10-21,236.8,381.84,60.83,60.6,80.62,49.18,19.64,1.74,20.46,1.99,28.44,6.22,61.94,0.38,173.28,125.68,736.88,2.14,26.68,2.07
2025-10-22,253.04,547.17,133.05,76.87,147.92,51.19,18.92,2.04,21.9,2.34,35.24,6.77,63.5,0.3,170.26,126.76,737.0,1.53,26.55,2.07
2025-10-23,185.17,501.83,118.55,84.39,141.57,47.81,22.32,2.1,23.3,3.82,34.16,5.72,55.79,0.33,184.07,130.77,736.5,1.75,25.11,2.07
2025-10-24,189.17,548.64,198.13,88.22,203.28,57.65,22.03,2.66,20.95,3.6,77.1,11.58,61.23,0.42,191.6,132.61,736.05,2.16,23.74,2.07
2025-10-25,238.15,610.83,201.41,96.47,241.03,65.43,25.88,3.32,21.76,3.8,96.3,15.81,61.48,0.38,224.34,127.28,736.1,1.99,24.18,2.07
2025-10-26,219.96,539.83,173.91,80.13,231.43,62.47,34.17,3.83,23.27,2.95,109.86,14.29,60.85,0.34,148.94,128.58,736.2,1.1,24.18,2.07
2025-10-27,198.5,434.33,77.2,64.63,111.52,65.83,33.95,2.57,21.1,2.73,87.77,8.85,61.6,0.51,122.0,114.38,736.47,1.36,23.71,2.07
2025-10-28,142.88,264.25,25.89,60.16,49.54,54.22,25.86,2.03,22.91,1.88,40.31,2.78,61.52,0.39,152.96,119.27,736.29,1.59,23.34,2.07
2025-10-29,205.45,368.8,44.44,66.82,68.41,50.66,29.53,2.73,24.43,2.31,52.44,6.8,66.57,0.31,177.41,121.62,736.1,2.03,23.56,2.07
2025-10-30,232.36,395.92,44.75,72.59,72.9,50.97,39.17,2.34,19.88,2.17,65.57,8.95,70.8,0.36,239.65,108.97,736.35,1.9,23.67,2.07
2025-10-31,113.95,222.39,73.5,71.85,90.91,65.46,40.11,2.98,19.72,2.45,28.67,4.84,73.23,0.32,187.98,118.34,734.97,1.91,24.72,2.07
2025-11-01,211.57,390.6,114.18,87.08,131.81,51.36,43.56,3.57,23.65,6.92,50.16,9.73,66.4,0.35,181.94,122.91,735.18,1.95,24.1,3.62
2025-11-02,217.61,390.42,92.83,90.82,120.62,47.62,18.38,3.82,25.06,5.88,43.51,7.01,57.14,0.32,194.53,123.18,735.52,1.7,24.04,3.62
2025-11-03,227.12,444.04,84.5,96.44,126.32,47.42,13.93,2.94,25.31,4.85,39.01,7.41,56.84,0.79,185.12,123.52,735.41,1.96,23.47,3.62
2025-11-04,170.5,388.08,103.33,80.71,168.48,60.33,30.82,4.02,20.24,3.89,79.07,13.26,60.4,0.66,181.81,120.6,736.31,2.1,24.09,3.62
2025-11-05,116.5,233.5,48.79,59.68,69.19,73.69,30.58,2.63,21.19,1.98,40.69,6.26,60.51,0.51,166.52,123.34,736.27,1.94,24.51,3.62
2025-11-06,165.12,299.58,20.38,81.65,56.92,46.3,29.22,2.88,34.85,3.39,23.55,3.29,47.41,0.48,148.21,126.52,735.68,1.89,22.45,3.62
2025-11-07,238.83,408.08,36.65,102.97,82.62,40.96,36.23,3.25,41.5,4.6,29.76,8.52,47.52,0.44,130.49,125.83,735.15,1.91,22.25,3.62
2025-11-08,303.29,472.78,61.47,127.9,111.01,41.28,39.67,3.67,47.19,5.88,35.71,7.63,47.67,1.4,161.21,124.7,735.25,1.97,21.84,3.62
2025-11-09,250.04,410.38,63.06,138.58,119.81,45.72,43.76,3.56,38.33,5.78,36.88,7.06,49.02,1.41,134.49,124.23,735.3,1.94,22.08,3.62
2025-11-10,305.53,487.23,91.06,149.67,145.5,52.45,47.63,4.29,33.51,7.33,52.98,10.64,53.31,0.87,130.29,125.33,735.29,2.13,21.41,3.62
2025-11-11,350.62,560.38,103.14,158.84,162.86,62.29,48.42,3.48,18.07,7.8,64.92,9.21,54.54,0.7,93.65,122.6,735.39,2.0,18.67,3.62
2025-11-12,347.31,541.81,93.74,139.1,135.44,59.58,51.45,3.56,13.99,6.8,44.32,7.12,53.95,0.61,144.5,122.12,735.06,2.03,18.53,3.62
2025-11-13,328.68,553.73,102.05,136.57,148.2,56.26,48.58,3.02,12.89,7.21,53.58,9.14,57.47,0.47,182.37,118.39,735.34,1.98,18.03,3.62
2025-11-14,273.34,482.37,85.25,110.01,122.75,49.94,38.16,3.5,6.24,7.85,57.46,9.12,58.31,0.45,164.37,108.09,735.19,2.04,17.56,3.62
2025-11-15,267.06,471.04,95.61,116.89,130.65,55.59,38.16,3.39,6.55,8.08,57.06,9.07,55.94,0.76,207.16,121.62,734.51,2.07,18.02,3.62
2025-11-16,276.02,458.08,89.55,112.61,124.06,50.92,45.15,3.12,5.94,7.39,48.83,8.59,54.96,0.31,182.17,121.27,735.2,1.83,18.01,3.62
2025-11-17,254.83,454.21,102.59,110.61,136.13,49.96,48.01,3.25,6.67,6.33,57.37,8.92,57.2,0.76,237.08,121.29,735.16,2.19,17.84,3.62
2025-11-18,277.21,491.54,189.24,128.0,246.62,64.39,42.83,4.5,5.92,10.64,91.56,17.98,66.16,0.83,268.07,118.75,735.07,2.07,17.86,3.62
2025-11-19,317.38,542.87,173.22,138.04,205.58,70.47,45.05,4.19,6.29,9.55,84.3,15.5,65.97,0.35,222.66,116.68,735.07,1.71,18.33,3.62
2025-11-20,284.7,504.25,203.54,137.37,225.02,74.76,46.84,4.11,9.58,9.95,89.85,17.54,67.44,0.31,146.94,116.01,735.0,2.07,18.36,3.62
2025-11-21,302.58,523.92,211.57,109.13,235.07,80.89,51.09,4.63,17.74,8.5,95.04,18.63,69.55,0.3,187.07,116.54,735.0,1.56,18.53,3.62
2025-11-22,295.67,506.79,225.58,129.0,232.16,82.55,52.98,4.14,17.87,8.83,92.69,17.73,68.47,0.3,148.75,115.95,735.0,1.26,18.29,3.62
2025-11-23,351.04,586.17,183.44,148.48,213.86,82.92,53.79,4.48,17.43,9.69,86.0,16.52,66.32,0.5,196.33,115.39,735.0,2.09,17.89,3.62
2025-11-24,275.78,476.33,188.39,126.02,221.06,86.18,33.89,3.82,18.02,8.11,70.76,14.12,65.89,0.73,154.98,125.69,733.42,2.1,17.69,3.62
2025-11-25,237.77,436.15,176.4,120.86,201.85,73.83,45.66,3.42,15.3,9.43,81.61,15.28,54.83,2.46,94.11,121.81,735.26,2.2,19.08,3.62
2025-11-26,215.97,415.08,98.23,104.57,138.51,59.36,45.04,4.68,14.74,6.84,63.05,11.07,61.15,1.28,135.55,115.5,735.01,2.16,17.53,3.62
2025-11-27,336.36,552.67,181.35,102.77,193.58,68.63,59.2,2.18,18.19,7.89,76.95,15.2,62.02,1.65,217.89,111.86,725.09,0.15,17.16,3.62
2025-11-28,261.18,463.05,187.11,102.03,198.42,74.67,62.03,3.23,18.11,8.39,83.83,16.53,63.53,1.3,196.75,115.43,725.0,-0.02,17.37,3.62
2025-11-29,142.25,274.75,47.4,93.71,79.34,60.66,71.73,2.16,18.17,6.03,55.06,8.41,53.62,0.42,119.19,113.79,725.0,-0.02,18.01,3.62
2025-11-30,147.29,286.0,76.32,104.31,111.34,50.34,53.69,2.81,18.45,4.79,35.31,5.9,52.42,1.05,98.78,116.51,725.0,-0.02,17.02,3.62
2025-12-01,215.26,397.38,147.28,105.9,154.53,54.97,96.39,3.67,18.44,7.02,57.36,10.38,56.05,2.05,136.2,118.96,725.0,-0.02,16.51,2.7
2025-12-02,272.92,468.46,87.93,113.28,113.83,62.33,125.29,3.14,15.07,7.01,69.16,11.01,55.59,1.73,216.56,109.64,725.02,-0.02,17.33,2.7
2025-12-03,191.42,329.7,74.93,87.54,95.67,61.72,44.67,2.96,14.16,6.2,52.63,7.13,56.08,1.2,253.56,117.97,724.54,-0.02,16.32,2.7
2025-12-04,171.46,304.42,60.44,86.15,81.57,40.83,30.86,2.98,15.47,4.82,41.77,5.89,55.35,0.39,234.53,117.66,726.01,-0.03,16.11,2.7
2025-12-05,207.79,351.17,85.13,106.29,116.37,49.84,35.38,3.44,16.99,7.16,52.1,8.92,59.31,0.3,204.71,116.97,725.71,-0.03,16.01,2.7
2025-12-06,185.58,318.96,35.33,102.57,75.12,52.5,39.4,2.91,13.86,6.49,42.42,6.69,53.98,0.31,139.19,115.86,725.03,-0.02,16.96,2.7
2025-12-07,181.32,311.38,30.64,100.36,68.65,47.84,47.98,2.43,5.66,4.72,27.56,4.6,54.83,0.3,146.41,113.43,725.78,-0.02,17.27,2.7
2025-12-08,176.21,316.04,24.58,99.3,64.86,54.44,36.59,2.48,10.78,5.72,41.69,5.59,53.65,0.3,173.44,112.73,725.52,-0.02,17.57,2.7
2025-12-09,154.16,299.84,11.64,94.43,52.53,49.78,29.77,2.49,16.05,6.17,41.23,5.98,53.49,0.31,170.06,114.86,725.0,-0.02,17.35,2.7
2025-12-10,131.92,267.71,12.59,82.44,44.91,46.75,22.85,2.4,15.96,5.59,35.26,6.47,53.04,0.3,171.23,115.12,724.96,-0.02,17.36,2.7
2025-12-11,214.78,377.58,8.17,93.02,50.67,59.71,17.12,3.59,16.19,7.64,59.58,12.02,61.65,0.32,257.12,111.77,725.09,-0.02,17.09,2.7
2025-12-12,355.21,569.52,10.17,101.63,54.93,83.28,19.08,4.73,15.92,8.89,77.18,16.72,65.74,0.3,211.66,108.42,725.08,-0.02,16.88,2.7
2025-12-13,471.62,665.61,19.49,97.08,60.75,95.16,12.81,5.08,16.58,9.74,82.94,14.16,71.91,0.37,221.26,104.53,725.2,-0.02,16.69,2.7
2025-12-14,506.5,695.0,9.19,89.05,48.82,104.79,10.29,5.63,15.08,10.28,102.9,24.71,77.26,0.33,208.83,106.63,725.61,-0.02,16.77,2.7
2025-12-15,355.71,494.92,10.53,91.14,51.83,89.49,10.98,4.27,14.88,6.99,48.34,10.2,73.85,0.31,213.85,111.08,725.6,-0.02,16.65,2.7
2025-12-16,194.12,341.08,8.38,76.74,41.6,64.38,21.08,2.23,14.15,5.27,32.52,5.71,61.31,0.32,210.16,112.18,725.58,-0.02,17.35,2.7
2025-12-17,241.29,424.96,10.14,71.55,39.18,57.15,28.32,2.46,12.33,5.73,35.69,5.12,65.95,0.31,159.8,110.28,725.59,-0.02,17.06,2.7
2025-12-18,346.08,521.08,11.36,49.57,29.86,57.47,22.6,3.0,11.2,8.62,38.84,6.38,83.4,0.37,131.11,96.12,725.74,-0.03,15.06,2.7
2025-12-19,283.62,439.0,12.55,66.21,39.68,60.95,15.72,3.45,10.1,8.92,51.92,9.61,76.36,0.31,119.86,110.51,726.0,-0.02,15.88,2.7
2025-12-20,387.4,528.33,10.3,49.95,30.73,68.77,83.6,4.1,11.26,9.0,64.21,11.24,85.74,0.65,136.48,89.21,725.83,-0.03,13.97,2.7
2025-12-21,260.88,370.71,9.11,44.24,27.11,66.53,20.67,2.35,10.88,5.75,21.85,3.13,81.38,0.44,135.17,93.6,725.67,-0.02,14.95,2.7
2025-12-22,333.46,527.75,12.5,63.78,39.12,64.71,24.5,3.23,10.04,7.08,34.26,6.62,79.58,0.35,132.9,96.1,725.54,-0.02,15.19,2.7
2025-12-23,291.48,429.29,15.74,63.64,39.86,68.45,32.9,3.28,10.31,8.25,45.99,8.85,74.09,0.31,156.35,110.13,725.58,-0.02,16.15,2.7
2025-12-24,132.21,298.83,11.78,50.94,32.09,49.09,24.63,2.19,9.27,4.1,20.16,4.77,65.61,0.36,146.18,112.46,725.49,-0.02,16.34,2.7
2025-12-25,205.96,437.67,10.38,63.15,36.01,42.86,30.95,2.8,9.88,6.17,47.41,8.84,64.82,0.31,188.36,114.53,725.58,-0.02,15.76,2.7
2025-12-26,337.71,501.03,19.79,54.8,41.32,55.34,27.46,3.39,9.18,8.14,52.8,11.18,71.35,0.31,175.82,107.87,725.5,-0.02,15.52,2.7
2025-12-27,352.83,527.88,10.34,60.58,34.37,56.96,28.84,2.64,9.54,7.73,51.21,9.35,73.07,0.32,180.74,106.29,725.49,-0.02,15.36,2.7
2025-12-28,372.12,568.67,11.16,58.75,35.28,58.09,25.14,3.85,9.69,9.25,56.72,11.63,75.76,0.31,174.48,110.34,725.57,-0.02,15.3,2.7
2025-12-29,356.29,496.08,10.51,54.95,32.06,61.01,19.5,2.89,10.62,7.57,42.35,6.49,81.67,0.34,189.39,98.41,725.38,-0.02,14.48,2.7
2025-12-30,359.94,519.79,31.81,120.56,113.96,108.49,22.81,3.26,8.37,8.54,61.14,9.99,77.22,0.31,154.82,98.27,725.44,-0.03,14.73,2.7
2025-12-31,323.62,420.46,7.25,25.11,16.87,39.39,21.84,2.85,5.0,7.48,43.05,6.01,87.4,0.3,169.0,64.03,725.77,0.59,13.32,2.7
2026-01-01,351.75,438.0,4.8,21.02,9.72,44.75,24.3,2.54,5.03,6.4,33.1,3.77,89.0,0.3,160.75,7.0,726.0,1.64,13.15,5.46
