Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,RH,WS,WD,SR,BP,VWS,AT,Xylene
2023-06-09,56.89,205.81,144.69,113.24,178.15,42.09,20.89,1.89,11.42,0.97,15.86,0.59,44.41,1.64,209.61,67.35,972.51,0.01,36.31,2.7
2023-06-10,49.76,198.91,156.7,103.4,182.74,34.76,20.92,2.22,9.65,0.97,15.86,0.59,44.89,1.66,228.62,65.93,972.14,0.01,36.28,2.7
2023-06-11,47.44,184.98,95.87,87.86,123.93,28.68,16.62,2.04,13.96,0.97,15.86,0.59,48.96,2.1,241.68,69.34,972.29,0.05,35.3,2.7
2023-06-12,45.54,254.38,111.68,99.3,143.92,31.23,22.96,2.58,12.8,0.97,15.86,0.59,45.49,2.16,256.93,67.67,971.96,0.03,37.64,2.7
2023-06-13,52.51,279.14,136.72,86.68,157.54,31.21,17.42,1.54,8.84,0.97,15.86,0.59,44.89,2.29,250.94,69.59,972.08,0.04,37.95,2.7
2023-06-14,47.3,253.1,134.93,84.4,154.89,30.83,47.07,1.72,8.48,0.97,15.86,0.59,45.73,2.57,244.51,67.03,972.09,0.03,36.64,2.7
2023-06-15,45.11,204.59,122.36,96.45,150.9,39.03,16.79,3.01,9.95,0.97,15.86,0.59,47.82,2.3,232.42,68.9,972.14,0.04,35.43,2.7
2023-06-16,45.82,170.21,147.88,87.14,166.9,34.68,21.62,3.68,8.71,0.97,15.86,0.59,56.33,1.74,224.38,69.34,972.72,0.01,34.46,2.7
2023-06-17,62.9,196.55,132.96,88.81,159.4,26.76,16.25,4.28,8.39,0.97,15.86,0.59,58.86,1.64,190.57,67.48,973.0,0.0,35.44,2.7
2023-06-18,39.96,115.15,41.88,56.07,63.97,23.13,12.77,1.64,15.04,0.97,15.86,0.59,60.87,3.12,124.96,83.3,973.07,0.02,34.77,2.7
2023-06-19,50.92,160.85,118.19,100.12,149.6,32.33,11.81,2.18,5.46,0.97,15.86,0.59,68.47,1.66,149.96,75.67,973.4,0.0,32.18,2.7
2023-06-20,50.13,137.36,31.2,62.13,58.48,55.01,15.37,1.79,16.08,0.97,15.86,0.59,64.56,2.51,76.05,67.86,973.09,0.0,33.83,2.7
2023-06-21,42.16,132.78,73.22,96.6,111.05,48.54,15.31,2.05,15.24,0.97,15.86,0.59,62.16,2.04,152.44,65.59,972.93,0.0,34.8,2.7
2023-06-22,59.87,228.41,86.56,115.36,136.31,38.15,14.14,2.04,26.55,0.97,15.86,0.59,58.19,1.72,161.7,62.86,972.75,0.0,36.09,2.7
2023-06-23,56.97,196.21,117.5,96.92,147.32,48.17,14.42,2.68,15.84,0.97,15.86,0.59,62.01,1.84,142.37,67.59,972.9,0.03,35.59,2.7
2023-06-24,49.82,157.74,43.11,77.41,76.35,28.5,20.83,2.1,20.36,0.97,15.86,0.59,67.59,2.44,83.09,52.7,973.41,0.01,33.99,2.7
2023-06-25,35.76,63.45,123.39,76.41,143.69,15.37,15.76,1.93,19.55,0.97,15.86,0.59,91.4,1.31,172.41,58.83,974.87,0.02,29.91,2.7
2023-06-26,54.72,129.67,43.96,64.48,70.14,27.54,16.0,2.41,23.4,0.97,15.86,0.59,79.28,1.28,69.62,65.9,974.19,0.0,32.06,2.7
2023-06-27,47.08,136.22,46.14,76.94,78.53,40.16,20.91,2.93,19.47,0.97,15.86,0.59,80.45,1.71,97.97,65.19,974.06,0.0,32.24,2.7
2023-06-28,42.54,156.97,106.34,125.39,147.54,41.17,15.91,3.23,23.06,0.97,15.86,0.59,72.16,1.99,95.61,67.54,973.75,0.0,33.37,2.7
2023-06-29,46.79,120.93,92.05,157.32,158.71,49.09,15.94,3.08,17.56,0.97,15.86,0.59,78.73,1.64,79.65,60.41,974.25,0.2,32.54,2.7
2023-06-30,33.29,78.26,84.61,159.88,150.29,49.52,13.67,3.07,24.67,0.97,15.86,0.59,80.77,1.6,82.39,69.28,974.41,0.21,32.02,2.7
2023-07-01,30.96,98.24,77.74,143.57,139.71,44.74,16.86,2.7,31.0,0.52,36.84,1.42,75.99,2.09,84.21,67.99,974.0,0.2,32.72,2.7
2023-07-02,41.46,159.9,130.71,193.67,209.68,45.4,18.63,1.72,27.95,0.52,36.84,1.42,70.21,1.95,103.09,69.25,973.52,0.26,34.04,2.7
2023-07-03,60.28,180.68,109.23,248.33,218.63,49.54,15.46,2.23,22.88,0.52,36.84,1.42,64.78,1.76,122.61,68.2,973.18,0.22,35.48,2.7
2023-07-04,52.2,128.78,70.41,210.81,169.54,53.04,13.96,1.92,15.11,0.52,36.84,1.42,70.14,2.38,96.02,63.46,973.49,0.15,34.17,2.7
2023-07-05,41.04,75.37,55.74,166.39,129.32,56.37,18.46,1.52,24.02,0.52,36.84,1.42,76.23,2.7,81.99,66.47,973.89,0.13,33.24,2.7
2023-07-06,33.34,77.76,76.56,174.49,150.84,48.58,18.04,3.35,14.39,0.52,36.84,1.42,83.96,2.12,76.19,70.72,974.24,0.24,31.53,2.7
2023-07-07,33.56,80.15,43.04,186.59,134.31,51.02,16.19,1.54,12.4,0.52,36.84,1.42,69.98,3.31,81.05,80.51,973.88,0.18,33.95,2.7
2023-07-08,31.47,56.48,133.11,186.76,209.7,44.7,17.93,1.81,20.66,0.52,36.84,1.42,92.08,1.79,82.98,39.66,973.54,0.25,30.84,2.7
2023-07-09,28.75,44.81,53.03,105.74,99.47,42.77,16.12,1.32,16.68,0.52,36.84,1.42,93.63,1.41,78.82,44.54,972.87,0.11,30.76,2.7
2023-07-10,32.78,52.49,105.63,114.56,146.74,36.74,22.63,1.61,28.64,0.52,36.84,1.42,88.57,1.19,89.8,63.51,971.68,0.14,31.93,2.7
2023-07-11,34.0,100.53,125.89,106.33,159.23,35.48,19.54,1.9,17.6,0.52,36.84,1.42,83.44,0.95,152.55,66.36,971.04,0.35,32.49,2.7
2023-07-12,28.48,110.35,39.92,74.14,71.98,35.16,18.05,3.36,18.92,0.52,36.84,1.42,81.4,1.29,79.02,64.45,970.93,0.31,33.26,2.7
2023-07-13,27.0,96.33,40.23,62.37,65.96,36.91,17.08,3.29,16.01,0.52,36.84,1.42,81.58,1.59,95.41,79.13,970.91,0.29,33.33,2.7
2023-07-14,29.17,100.09,40.31,65.0,67.43,35.79,16.93,3.19,15.19,0.52,36.84,1.42,78.76,1.6,92.7,72.58,971.2,0.28,33.77,2.7
2023-07-15,31.35,103.85,40.4,67.64,68.9,34.67,16.77,3.09,14.36,0.52,36.84,1.42,75.93,1.61,89.99,66.04,971.49,0.27,34.22,2.7
2023-07-16,33.52,107.61,40.48,70.27,70.37,33.55,16.62,2.99,13.54,0.52,36.84,1.42,73.11,1.62,87.28,59.49,971.78,0.26,34.66,2.7
2023-07-17,35.7,111.37,40.56,72.9,71.83,32.43,16.46,2.9,12.71,0.52,36.84,1.42,70.29,1.63,84.57,52.94,972.07,0.25,35.11,2.7
2023-07-18,37.87,115.13,40.64,75.53,73.3,31.31,16.31,2.8,11.89,0.52,36.84,1.42,67.47,1.64,81.86,46.39,972.36,0.24,35.55,2.7
2023-07-19,40.05,118.89,40.73,78.17,74.77,30.19,16.15,2.7,11.06,0.52,36.84,1.42,64.64,1.65,79.15,39.85,972.65,0.23,36.0,2.7
2023-07-20,42.22,122.65,40.81,80.8,76.24,29.07,16.0,2.6,10.24,0.52,36.84,1.42,61.82,1.66,76.44,33.3,972.94,0.22,36.44,2.7
2023-07-21,57.35,184.75,43.06,68.12,71.33,32.9,17.39,3.22,13.6,0.52,36.84,1.42,64.3,2.11,81.46,73.38,972.98,0.22,36.23,2.7
2023-07-22,21.44,94.69,13.55,39.03,27.73,35.71,19.56,0.91,6.49,0.52,36.84,1.42,68.56,3.56,81.15,67.64,973.16,0.1,35.08,2.7
2023-07-23,31.18,79.08,28.42,83.1,67.37,32.39,14.66,1.65,9.34,0.52,36.84,1.42,66.13,3.35,75.6,67.94,973.11,0.0,35.28,2.7
2023-07-24,26.02,72.7,23.61,61.99,52.22,31.21,13.22,1.57,8.42,0.52,36.84,1.42,66.26,2.85,73.75,64.64,973.26,0.0,35.23,2.7
2023-07-25,34.7,82.75,20.39,60.12,48.59,36.05,17.1,1.16,9.01,0.52,36.84,1.42,74.53,2.82,80.1,64.47,973.73,0.0,34.11,2.7
2023-07-26,32.79,65.53,30.19,76.58,65.34,31.26,14.33,2.56,14.63,0.52,36.84,1.42,85.13,1.45,70.97,51.39,973.83,0.11,31.47,2.7
2023-07-27,45.76,152.63,91.16,100.49,127.77,30.91,15.49,2.04,19.87,0.52,36.84,1.42,76.98,1.17,93.64,57.48,973.26,0.34,33.2,2.7
2023-07-28,29.77,59.03,7.25,36.91,23.73,35.3,16.86,1.53,12.97,0.52,36.84,1.42,82.86,1.39,168.45,42.16,973.9,0.0,32.33,2.7
2023-07-29,24.31,68.8,52.08,46.77,65.09,35.6,10.75,1.25,16.84,0.52,36.84,1.42,83.56,1.03,151.36,63.5,973.36,0.0,32.41,2.7
2023-07-30,35.41,154.38,135.12,87.43,156.64,32.81,13.02,1.44,10.09,0.52,36.84,1.42,74.42,1.16,216.11,64.31,973.19,0.0,34.07,2.7
2023-07-31,61.45,296.05,156.26,103.04,182.21,36.93,13.44,1.18,9.79,0.52,36.84,1.42,69.02,1.31,240.47,68.03,973.51,0.01,35.29,2.7
2023-08-01,43.03,272.7,142.84,92.92,165.9,38.81,15.59,1.19,9.09,0.42,32.97,1.29,66.95,1.61,224.57,68.05,973.3,0.01,35.66,0.1
2023-08-02,39.55,283.46,139.23,91.37,166.03,38.66,14.6,0.9,7.44,0.42,32.97,1.29,67.63,1.58,221.25,64.77,973.33,0.01,35.36,0.1
2023-08-03,56.19,365.1,135.29,96.12,161.39,37.33,17.35,1.11,11.13,0.42,32.97,1.29,65.11,1.47,236.5,79.83,973.22,0.04,35.9,0.1
2023-08-04,42.46,173.15,58.76,73.84,87.19,37.68,13.13,0.87,11.16,42.73,77.14,1.29,76.55,1.44,136.33,63.87,973.84,0.0,33.44,0.09
2023-08-05,54.56,181.2,165.91,81.73,178.5,33.19,14.82,1.12,11.19,42.95,77.42,1.29,82.34,0.47,157.39,32.91,974.08,0.0,33.27,0.07
2023-08-06,43.83,201.22,215.16,80.42,220.96,40.0,14.56,1.21,11.22,43.16,77.71,1.29,72.78,1.52,219.26,67.53,973.33,0.0,35.3,0.05
2023-08-07,35.85,202.66,167.05,62.83,169.64,39.94,16.1,0.47,11.25,43.37,77.99,1.29,72.88,1.93,217.93,50.45,973.65,0.0,33.98,0.04
2023-08-08,40.48,241.73,163.83,32.2,130.94,176.67,8.44,1.08,11.28,43.59,78.27,1.29,62.93,1.91,194.51,217.94,924.86,0.0,30.75,0.02
2023-08-09,45.11,280.8,160.61,1.56,92.25,313.4,0.79,1.7,11.31,43.8,78.55,1.29,52.99,1.9,171.1,385.42,876.06,0.0,27.52,0.0
2023-08-10,49.75,319.86,157.39,1.37,108.41,324.78,0.8,0.03,60.64,41.67,83.74,1.29,43.04,1.88,147.68,53.36,827.27,0.0,24.28,0.0
2023-08-11,54.38,358.93,154.17,1.41,147.9,209.88,0.8,0.03,59.77,48.32,84.8,1.29,33.1,1.87,124.27,52.15,778.47,0.0,21.05,0.0
2023-08-12,59.01,398.0,150.95,63.09,214.06,10.6,7.18,1.26,2.98,43.51,85.05,1.29,23.15,1.85,100.85,198.72,729.68,0.0,17.82,0.0
2023-08-13,127.67,70.9,49.12,54.66,95.32,6.22,13.19,1.63,24.13,38.7,85.3,1.29,55.02,1.73,101.1,924.66,753.08,0.07,31.34,0.0
2023-08-14,147.0,145.36,11.6,17.89,27.39,18.18,20.63,1.65,29.52,36.51,80.97,1.29,58.34,1.57,59.47,850.35,776.49,1.29,30.6,0.05
2023-08-15,75.29,219.82,2.29,2.02,3.62,27.05,14.21,1.6,37.51,34.32,76.65,1.29,64.52,1.08,53.33,842.38,799.9,0.9,30.16,0.1
2023-08-16,80.81,370.77,15.81,2.36,4.06,36.52,19.6,1.75,31.54,32.13,72.32,1.29,60.02,0.98,100.73,930.52,823.3,0.81,32.29,0.16
2023-08-17,60.76,364.8,34.69,1.58,5.05,59.75,17.59,1.41,34.16,29.94,68.0,1.29,55.24,1.49,105.73,972.99,822.65,1.32,33.64,0.21
2023-08-18,68.52,354.43,29.99,0.8,7.87,54.43,12.26,2.37,26.03,27.75,63.67,1.29,54.43,1.54,99.03,972.87,822.01,1.23,33.81,0.26
2023-08-19,59.07,174.46,30.73,2.3,17.41,20.12,14.46,1.88,66.82,0.42,32.97,1.29,66.66,1.22,37.82,973.24,821.36,0.98,31.81,0.1
2023-08-20,44.3,121.93,27.91,11.04,8.12,7.42,14.24,0.75,48.8,0.42,32.97,1.29,60.68,2.34,40.69,973.09,820.72,1.65,33.02,0.1
2023-08-21,48.46,179.27,27.58,19.77,22.18,18.56,18.49,0.87,46.66,0.42,32.97,1.29,60.46,1.86,57.09,973.13,820.07,1.4,33.47,0.1
2023-08-22,54.08,260.82,44.72,14.26,57.98,6.01,15.27,1.11,44.21,0.42,32.97,1.29,65.73,1.76,77.01,973.47,735.85,1.45,32.46,0.1
2023-08-23,35.33,92.22,25.41,17.59,42.71,23.91,13.83,1.41,43.57,0.42,32.97,1.29,79.55,0.93,75.98,973.6,735.85,0.81,29.72,0.1
2023-08-24,51.71,228.01,2.45,1.33,3.24,28.28,18.6,1.39,25.71,0.42,32.97,1.29,66.04,1.01,100.8,972.84,735.85,0.93,31.31,0.1
2023-08-25,62.38,396.77,44.02,16.18,60.02,30.34,16.8,1.3,9.51,12.41,33.39,1.29,57.29,1.7,109.73,972.63,735.85,1.48,32.45,0.63
2023-08-26,89.69,582.54,91.58,33.36,124.94,33.99,6.33,1.08,9.74,10.22,29.06,1.29,53.5,1.64,112.47,972.69,735.85,1.5,32.83,0.68
2023-08-27,97.84,565.25,6.77,12.8,18.07,30.21,5.09,1.2,10.59,8.03,24.74,1.29,51.45,1.87,112.92,972.75,735.85,1.62,32.88,0.73
2023-08-28,79.16,449.44,23.94,18.39,41.39,25.61,6.42,0.91,12.93,5.84,20.41,1.29,54.11,1.86,103.96,972.92,735.85,1.6,32.9,0.79
2023-08-29,78.17,428.25,60.42,24.39,82.81,15.93,7.45,0.67,14.64,3.65,16.09,1.29,53.19,1.56,97.41,972.86,735.85,1.28,33.25,0.84
2023-08-30,79.43,397.19,3.53,2.15,4.16,18.21,3.58,1.21,11.62,1.46,11.76,1.29,53.65,1.31,105.86,972.84,735.85,1.05,33.34,0.89
2023-08-31,75.03,426.84,22.38,15.12,37.39,17.37,5.68,1.99,10.75,1.44,9.78,1.29,53.59,1.01,102.31,965.24,735.85,0.76,33.39,0.49
2023-09-01,57.45,389.67,69.98,26.79,96.8,26.04,3.68,1.75,5.74,0.42,2.79,1.26,52.63,1.32,114.38,734.74,735.52,1.06,34.27,0.56
2023-09-02,60.67,272.79,43.05,23.55,66.63,14.71,3.91,1.62,6.1,0.37,2.9,1.26,47.27,1.3,89.5,755.03,735.52,1.17,26.7,0.67
2023-09-03,52.59,397.99,61.88,26.13,88.01,8.52,1.95,8.8,6.58,0.33,1.84,1.26,48.99,1.43,104.03,735.18,735.52,1.15,35.72,0.21
2023-09-04,46.4,212.56,63.2,29.91,93.11,6.77,2.15,1.09,6.25,0.36,2.27,1.26,49.08,1.28,100.82,744.45,735.52,0.96,35.43,0.41
2023-09-05,47.8,162.61,22.03,27.23,49.25,6.23,2.1,1.28,17.21,0.33,4.5,1.26,49.27,1.8,43.0,744.36,735.52,1.27,35.06,0.45
2023-09-06,40.6,129.13,36.59,27.78,64.36,10.54,2.96,1.18,13.55,0.41,2.79,1.26,49.44,1.34,57.17,847.4,735.52,1.12,34.73,0.76
2023-09-07,49.15,159.47,58.66,38.14,96.78,12.0,2.29,1.23,18.87,0.55,6.09,1.26,51.01,0.93,66.06,1023.98,735.52,0.78,33.74,1.16
2023-09-08,28.87,83.93,7.32,16.19,23.5,11.4,4.91,1.16,5.31,0.24,8.19,1.26,50.58,2.04,39.86,1020.92,735.52,1.6,34.19,0.43
2023-09-09,41.63,64.34,9.9,10.83,20.72,12.57,3.28,1.1,6.72,0.52,8.94,1.26,57.5,2.51,44.51,1002.51,735.52,1.7,31.94,0.51
2023-09-10,35.18,64.06,12.08,11.76,23.83,11.32,2.24,1.1,5.39,0.71,7.99,1.26,61.19,2.14,48.19,978.54,735.52,1.3,31.12,0.96
2023-09-11,42.95,112.38,10.28,14.5,24.78,12.33,3.34,1.5,4.67,0.35,13.91,1.26,56.19,1.15,35.4,949.96,735.52,0.9,31.26,0.67
2023-09-12,50.26,163.29,19.38,18.26,37.66,12.51,2.94,1.03,4.51,0.43,5.06,1.26,54.21,1.04,42.97,935.74,735.52,0.83,32.32,0.9
2023-09-13,52.65,117.66,13.05,17.88,30.91,15.49,3.07,1.31,3.69,0.38,2.63,1.26,52.93,1.05,48.91,939.92,735.52,0.9,33.62,0.82
2023-09-14,61.16,131.25,9.95,16.39,26.34,18.95,3.5,1.08,2.95,0.35,3.32,1.26,52.25,1.36,47.46,941.75,735.52,1.2,34.67,0.86
2023-09-15,49.22,116.21,15.64,17.3,32.92,18.18,3.38,1.11,5.07,0.41,6.93,1.26,56.47,1.52,46.1,944.82,735.52,1.06,33.61,1.3
2023-09-16,36.49,78.09,21.76,17.08,38.32,19.49,1.58,1.15,6.43,0.39,16.36,1.26,58.36,1.86,42.45,948.42,735.52,1.23,32.92,0.9
2023-09-17,23.61,56.03,4.95,10.07,15.02,18.63,3.69,1.0,4.43,0.22,8.9,1.26,57.08,2.28,49.21,941.04,735.52,1.43,32.69,0.3
2023-09-18,20.73,58.66,4.61,10.04,14.65,17.95,2.32,1.08,3.95,0.16,1.67,1.26,53.92,2.51,45.93,919.39,735.52,1.83,34.28,0.44
2023-09-19,35.1,97.7,5.91,12.71,18.61,19.07,3.91,1.05,3.89,0.24,2.12,1.26,51.36,1.54,41.06,902.23,735.52,1.33,37.53,1.1
2023-09-20,69.21,229.17,31.52,37.82,69.35,14.74,6.66,1.57,5.7,0.52,8.79,1.26,50.48,0.78,46.43,958.48,735.52,0.69,37.54,1.4
2023-09-21,51.27,190.96,23.48,23.62,49.61,10.7,4.29,1.16,4.47,0.4,3.61,1.26,51.1,1.02,70.66,1151.55,735.52,0.83,37.24,1.08
2023-09-22,63.59,170.5,18.57,20.43,38.76,5.33,1.19,1.12,5.54,0.64,5.01,1.26,51.86,1.25,49.77,1176.86,735.52,0.94,36.74,1.19
2023-09-23,56.65,121.04,58.96,18.93,79.61,6.29,4.01,1.77,4.71,0.48,3.52,1.26,56.89,1.09,57.96,1206.13,735.52,0.94,34.02,0.76
2023-09-24,91.57,184.91,59.56,22.09,81.62,4.84,5.13,1.77,6.57,0.66,10.44,1.26,57.33,0.58,62.59,1071.87,735.52,0.49,29.68,2.15
2023-09-25,76.05,183.98,36.15,36.06,72.21,11.38,4.03,1.28,11.34,0.41,7.56,1.26,53.29,0.63,42.67,980.8,735.52,0.42,30.97,0.57
2023-09-26,89.28,239.69,40.49,36.25,76.79,41.7,2.94,1.14,14.06,0.43,3.26,1.26,52.01,0.52,49.82,994.97,735.52,0.34,31.55,0.53
2023-09-27,62.73,203.43,47.59,26.39,73.98,31.38,1.84,1.19,4.84,0.44,3.69,1.26,51.01,0.76,71.55,989.55,735.52,0.56,31.44,0.67
2023-09-28,62.68,200.28,55.75,36.48,92.24,24.88,2.96,2.28,5.98,0.43,3.1,1.26,50.23,0.72,80.87,989.61,735.52,0.58,31.03,0.59
2023-09-29,77.34,215.24,60.8,42.86,103.62,29.83,4.13,1.88,7.03,0.62,3.72,1.26,50.28,0.63,58.4,988.6,735.52,0.46,30.56,1.03
2023-09-30,81.29,206.8,40.57,35.04,75.63,27.25,9.19,1.59,6.21,0.62,3.29,1.26,49.23,0.84,74.54,988.15,735.52,0.6,31.42,0.98
2023-10-01,72.79,189.73,36.13,30.12,66.22,21.92,3.45,1.69,6.3,0.49,2.82,10.67,48.61,1.04,79.75,988.3,735.9,0.66,30.95,0.81
2023-10-02,68.3,182.42,63.23,31.81,94.23,15.56,4.99,1.84,6.57,0.6,2.72,10.67,46.28,0.84,75.89,988.25,735.9,0.6,30.15,0.94
2023-10-03,69.66,214.24,32.53,16.9,48.96,10.7,6.67,1.81,7.19,0.72,4.6,10.67,46.09,1.09,90.76,987.95,735.9,0.9,30.01,1.01
2023-10-04,82.48,210.46,1.82,2.0,3.68,5.84,5.84,1.32,8.39,0.69,4.44,10.67,47.81,1.02,89.7,988.22,735.9,0.77,30.26,0.91
2023-10-05,94.75,255.72,1.95,1.45,3.39,6.58,5.32,2.33,6.69,0.97,5.44,10.67,47.44,0.88,88.74,988.93,735.9,0.75,30.18,1.55
2023-10-06,128.75,311.96,1.94,1.26,3.19,6.77,3.34,2.43,11.18,0.96,7.43,10.67,47.43,0.69,71.44,988.77,735.9,0.59,30.14,2.56
2023-10-07,102.15,304.85,50.13,10.22,60.12,7.04,5.39,1.86,18.54,0.93,11.27,10.67,49.09,0.81,68.85,988.65,735.9,0.7,30.57,3.28
2023-10-08,79.61,262.97,103.36,39.79,143.02,6.23,7.69,1.1,9.61,0.62,6.1,10.67,47.59,0.84,77.35,988.57,735.9,0.73,32.35,2.22
2023-10-09,96.54,250.65,155.14,43.99,188.83,6.02,6.38,1.36,17.39,0.69,9.0,10.67,48.51,0.83,70.0,988.9,735.9,0.74,31.51,1.81
2023-10-10,93.78,269.47,138.55,45.04,169.03,6.26,7.03,1.19,13.94,0.91,10.34,10.67,47.89,0.7,83.26,987.91,735.9,0.58,31.08,2.43
2023-10-11,85.63,193.13,68.51,39.04,107.55,6.89,6.95,0.86,6.34,0.64,4.36,10.67,47.0,0.78,80.62,988.96,735.9,0.62,29.88,0.95
2023-10-12,158.36,293.35,97.47,51.15,148.62,8.15,2.4,1.29,7.64,0.83,4.78,10.67,47.61,0.58,54.68,989.53,735.9,0.48,29.28,1.0
2023-10-13,196.42,426.42,47.07,66.07,108.81,7.18,4.89,1.37,13.14,0.98,7.32,10.67,47.16,0.71,53.03,988.28,735.9,0.59,30.26,1.55
2023-10-14,135.24,423.7,141.89,55.99,185.5,7.42,4.22,2.16,10.26,0.92,9.94,10.67,47.65,0.59,65.63,988.78,735.9,0.52,30.53,2.5
2023-10-15,104.27,386.92,139.05,46.31,181.87,6.52,9.56,1.66,39.01,0.87,9.75,10.67,47.71,0.83,54.58,988.76,735.9,0.51,29.72,2.07
2023-10-16,74.91,292.34,33.3,30.7,64.0,6.94,5.85,0.75,26.0,0.5,6.14,10.67,48.15,2.37,56.31,988.93,735.9,1.21,27.9,0.72
2023-10-17,48.59,180.91,37.01,35.07,72.18,7.18,9.18,0.86,67.2,0.37,7.15,10.67,49.4,0.96,40.77,988.67,735.9,0.59,27.41,0.63
2023-10-18,49.0,206.15,69.93,39.92,109.83,6.8,4.69,0.93,8.59,0.69,4.76,10.67,45.17,0.79,110.63,988.4,735.9,0.62,29.35,1.23
2023-10-19,72.47,225.35,75.45,39.61,115.02,7.04,3.81,1.35,6.59,0.74,5.56,10.67,51.09,0.33,78.57,989.22,735.9,0.3,25.26,1.2
2023-10-20,119.16,281.8,38.48,32.17,70.69,8.64,5.81,1.23,9.37,0.77,5.65,10.67,48.0,0.38,58.01,989.13,735.9,0.32,27.48,1.17
2023-10-21,175.57,431.62,51.93,37.86,89.82,8.73,5.92,2.11,13.16,1.01,6.39,10.67,47.74,0.43,44.22,988.94,735.9,0.39,27.65,2.37
2023-10-22,262.58,492.12,65.38,43.55,108.95,8.82,4.01,2.91,8.99,1.56,10.83,10.67,51.92,0.33,49.68,989.0,735.9,0.29,25.84,4.24
2023-10-23,117.96,297.72,78.83,49.23,128.08,8.92,1.22,1.35,6.7,0.77,4.84,10.67,46.44,0.55,91.2,988.91,735.9,0.45,28.89,2.18
2023-10-24,137.06,304.21,92.28,54.92,147.21,9.01,3.0,1.46,7.7,0.88,4.62,10.67,48.09,0.38,65.68,989.14,735.9,0.33,27.54,1.79
2023-10-25,125.31,320.83,105.72,60.61,166.34,9.1,4.06,1.67,9.36,1.07,6.54,10.67,46.99,0.4,92.74,989.08,735.9,0.37,28.27,2.6
2023-10-26,175.19,412.92,119.17,66.3,185.48,9.19,2.29,1.85,8.69,1.04,6.32,10.67,47.62,0.4,96.47,988.99,735.9,0.36,27.26,2.48
2023-10-27,208.67,384.63,132.62,71.99,204.61,9.28,4.16,2.32,9.24,1.15,7.55,10.67,47.66,0.45,74.49,989.03,735.9,0.4,27.15,2.96
2023-10-28,231.89,406.73,146.07,77.67,223.74,9.38,1.73,2.48,23.6,1.36,13.64,10.67,47.11,0.36,60.45,988.81,735.9,0.34,28.04,4.94
2023-10-29,191.1,414.16,159.52,83.36,242.87,9.47,4.94,1.15,44.49,0.79,11.71,10.67,44.17,0.64,42.09,988.82,735.9,0.55,29.89,2.52
2023-10-30,246.42,555.88,172.97,89.05,262.0,9.56,5.73,1.98,57.51,1.1,11.9,10.67,49.46,0.48,29.79,989.0,735.9,0.42,27.66,4.15
2023-10-31,273.07,596.52,75.43,62.0,137.42,13.98,5.46,1.86,54.41,1.23,13.12,10.67,50.68,0.72,24.34,988.43,735.9,0.64,27.21,4.58
2023-11-01,268.9,543.49,144.99,50.12,195.09,12.45,4.83,1.6,49.48,1.1,12.09,16.52,52.27,0.49,29.71,988.93,735.26,0.45,24.99,3.37
2023-11-02,401.75,695.01,137.53,62.02,188.13,17.54,6.73,2.8,28.41,1.43,8.38,16.52,53.48,0.49,36.09,988.88,735.26,0.43,23.81,3.81
2023-11-03,335.55,616.04,132.39,65.24,184.4,18.13,2.35,2.84,15.23,1.18,8.92,16.52,51.2,0.33,46.56,989.53,735.26,0.31,26.1,3.91
2023-11-04,434.16,724.24,156.04,66.23,222.29,19.93,1.75,3.28,8.88,1.76,10.18,16.52,52.31,0.33,53.17,989.66,735.26,0.31,26.84,4.35
2023-11-05,307.15,605.17,203.05,61.23,264.33,14.99,0.72,3.28,13.23,1.27,8.36,16.52,49.15,0.32,84.92,989.04,735.26,0.3,27.06,4.49
2023-11-06,346.58,541.31,179.49,71.17,216.53,18.6,5.86,3.44,46.51,1.44,12.54,16.52,49.35,0.5,71.15,988.9,735.26,0.47,27.3,4.94
2023-11-07,355.82,588.97,161.51,63.69,222.03,21.54,3.16,3.29,35.22,1.55,11.31,16.52,51.15,0.38,68.01,988.9,735.26,0.36,26.69,5.62
2023-11-08,327.88,605.91,175.47,57.96,220.69,22.88,5.29,3.37,9.42,1.62,9.07,16.52,51.79,0.37,64.46,989.03,735.26,0.35,28.55,4.35
2023-11-09,408.07,658.12,139.82,59.77,199.56,30.71,2.26,3.73,11.57,1.62,10.38,16.52,52.32,0.31,69.37,989.55,735.26,0.31,25.72,5.53
2023-11-10,190.86,278.29,63.28,32.45,95.76,29.67,1.53,1.58,39.6,0.83,9.01,16.52,57.25,0.81,58.32,989.21,735.26,0.6,22.23,2.98
2023-11-11,121.74,252.47,62.94,29.18,92.13,21.88,2.61,1.13,8.69,0.68,3.91,16.52,54.13,0.5,79.01,988.6,735.26,0.43,23.48,1.42
2023-11-12,182.36,355.17,91.32,35.26,126.59,21.04,4.76,1.61,7.91,0.75,3.14,16.52,52.46,0.5,106.18,988.88,735.26,0.43,24.16,1.46
2023-11-13,405.96,564.19,139.96,35.18,175.14,27.51,7.58,3.04,7.73,1.24,4.53,16.52,54.99,0.44,74.02,988.69,735.26,0.37,24.2,2.23
2023-11-14,279.26,537.43,163.0,51.92,214.89,32.02,4.58,3.15,7.14,1.28,5.99,16.52,52.06,0.33,79.38,988.81,735.26,0.32,25.19,3.1
