Cluster,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,RH,WS,SR,BP,VWS,AT,Xylene,WD_Sin,WD_Cos
0,233.17270270270268,445.4251351351351,117.1237837837838,90.88294594594595,151.24872972972972,52.3637027027027,19.07397297297297,2.695837837837838,21.96045945945946,5.31172972972973,43.2161081081081,12.816837837837836,62.52386486486487,0.836918918918919,259.4497837837838,774.9589189189189,0.6557027027027027,21.171567567567568,3.7831621621621623,0.305026332312215,-0.18975339730166094
1,72.7433287482806,206.9591196698762,51.54616231086657,63.81804676753783,77.38016506189821,30.137427785419533,19.934993122420906,1.7053370013755158,26.443149931224205,2.0316643741403024,23.861994497936728,5.706066024759285,59.82374140302613,1.0575103163686381,210.64947730398902,791.9973727647867,0.8982118294360385,29.29987620357634,2.1313617606602477,0.3801554431603864,-0.3399386352014532
